timestep,start_lane,end_lane
38:29:00,22,7
38:29:00,15,2
38:29:00,6,7
38:29:00,22,7
38:31:00,17,18
38:32:00,21,8
38:37:00,20,13
38:39:00,11,18
38:39:00,21,8
38:39:00,10,19
38:40:00,22,7
38:44:00,15,2
38:47:00,3,19
38:49:00,22,7
38:50:00,21,8
38:50:00,20,13
38:52:00,17,18
38:54:00,10,19
38:55:00,11,18
38:58:00,14,7
39:01:00,15,2
39:01:00,16,1
39:02:00,17,18
39:06:00,4,13
39:07:00,3,19
39:07:00,22,7
39:07:00,21,8
39:08:00,5,12
39:09:00,11,12
39:09:00,10,19
39:14:00,15,2
39:16:00,17,18
39:17:00,16,1
39:17:00,10,19
39:17:00,11,18
39:21:00,22,1
39:22:00,21,8
39:23:00,17,18
39:26:00,14,7
39:26:00,15,2
39:28:00,16,1
39:28:00,17,18
39:31:00,4,13
39:34:00,10,19
39:37:00,17,18
39:37:00,22,7
39:39:00,21,8
39:39:00,14,7
39:40:00,15,2
39:43:00,22,7
39:44:00,10,19
39:46:00,3,19
39:47:00,11,18
39:49:00,21,8
39:51:00,15,2
39:53:00,11,12
39:55:00,4,13
39:56:00,10,19
39:56:00,22,7
39:57:00,21,8
40:01:00,11,12
40:01:00,20,13
40:02:00,22,2
40:04:00,21,8
40:04:00,10,19
40:07:00,22,1
40:08:00,21,8
40:11:00,11,18
40:11:00,10,19
40:15:00,21,8
40:15:00,15,2
40:18:00,14,7
40:22:00,20,13
40:22:00,22,7
40:23:00,21,8
40:26:00,11,18
40:26:00,10,19
40:29:00,17,18
40:34:00,22,2
40:36:00,21,8
40:36:00,10,19
40:40:00,14,7
40:40:00,15,2
40:40:00,17,18
40:42:00,11,12
40:44:00,17,18
40:47:00,10,19
40:47:00,4,13
40:47:00,17,18
40:50:00,21,8
40:51:00,22,7
40:52:00,17,18
40:53:00,16,1
40:57:00,3,19
40:58:00,10,19
40:59:00,21,8
41:01:00,22,7
41:01:00,17,18
41:02:00,20,13
41:04:00,15,2
41:06:00,16,1
41:08:00,17,18
41:10:00,5,12
41:10:00,17,18
41:14:00,20,13
41:14:00,21,8
41:14:00,22,7
41:20:00,9,2
41:22:00,17,18
41:22:00,16,1
41:22:00,15,2
41:27:00,10,19
41:29:00,4,13
41:29:00,5,12
41:30:00,21,8
41:33:00,22,7
41:33:00,20,13
41:34:00,11,18
41:37:00,17,18
41:39:00,4,13
41:40:00,5,12
41:40:00,15,2
41:44:00,10,19
41:44:00,11,18
41:44:00,21,8
41:44:00,22,2
41:49:00,5,12
41:50:00,4,13
41:50:00,3,19
41:52:00,10,19
41:53:00,21,8
41:53:00,11,18
41:54:00,22,7
41:55:00,10,19
41:56:00,22,7
42:03:00,4,13
42:05:00,11,18
42:05:00,10,19
42:05:00,21,8
42:09:00,22,1
42:10:00,21,8
42:11:00,11,18
42:11:00,10,19
42:18:00,4,13
42:21:00,5,12
42:23:00,22,1
42:24:00,11,12
42:25:00,21,8
42:27:00,10,19
42:28:00,11,18
42:28:00,9,2
42:29:00,10,19
42:32:00,14,7
42:34:00,17,18
42:38:00,5,12
42:38:00,4,13
42:40:00,15,2
42:41:00,16,1
42:42:00,17,18
42:42:00,4,13
42:45:00,22,7
42:46:00,4,13
42:48:00,11,18
42:48:00,10,19
42:49:00,21,8
42:52:00,20,13
42:53:00,16,1
42:55:00,15,2
42:57:00,11,18
42:59:00,10,19
43:01:00,21,8
43:01:00,22,7
43:04:00,15,2
43:06:00,16,1
43:06:00,17,18
43:06:00,14,2
43:08:00,4,13
43:09:00,17,18
43:10:00,11,18
43:10:00,10,19
43:13:00,21,8
43:14:00,22,7
43:15:00,16,1
43:16:00,15,2
43:19:00,22,7
43:19:00,21,8
43:19:00,20,13
43:20:00,4,13
43:23:00,17,18
43:26:00,15,2
43:27:00,16,1
43:31:00,22,7
43:31:00,20,13
43:32:00,21,8
43:33:00,10,19
43:37:00,16,1
43:40:00,10,19
43:41:00,22,7
43:42:00,21,8
43:44:00,17,18
43:47:00,10,19
43:48:00,11,18
43:48:00,22,1
43:50:00,21,8
43:53:00,11,18
43:56:00,3,19
43:59:00,10,19
44:01:00,11,18
44:01:00,20,13
44:01:00,21,8
44:03:00,22,7
44:07:00,6,7
44:08:00,3,19
44:10:00,4,13
44:11:00,10,19
44:11:00,11,18
44:11:00,22,7
44:16:00,21,8
44:18:00,11,12
44:19:00,15,2
44:23:00,22,7
44:24:00,10,19
44:24:00,21,8
44:30:00,22,1
44:35:00,17,18
44:35:00,20,13
44:36:00,21,8
44:40:00,11,12
44:44:00,11,12
44:44:00,10,19
44:46:00,3,19
44:47:00,17,18
44:48:00,5,12
44:50:00,14,7
44:50:00,17,18
44:53:00,16,1
44:57:00,21,8
44:57:00,20,13
44:59:00,22,7
45:01:00,10,19
45:02:00,11,18
45:03:00,22,7
45:05:00,5,12
45:05:00,17,18
45:09:00,14,7
45:08:00,4,13
45:11:00,15,2
45:11:00,16,1
45:12:00,11,18
45:12:00,20,13
45:17:00,21,8
45:17:00,22,7
45:18:00,17,18
45:21:00,4,13
45:21:00,5,7
45:21:00,16,1
45:23:00,15,2
45:26:00,14,7
45:28:00,20,13
45:29:00,21,8
45:30:00,22,7
45:33:00,11,18
45:33:00,10,19
45:38:00,5,7
45:39:00,16,1
45:42:00,20,13
45:44:00,11,18
45:46:00,10,19
45:48:00,3,19
45:54:00,20,13
45:58:00,11,18
45:58:00,10,19
46:02:00,4,13
46:04:00,15,2
46:07:00,3,19
46:09:00,22,7
46:10:00,20,13
46:13:00,11,18
46:14:00,10,19
46:14:00,21,8
46:17:00,5,12
46:17:00,4,13
46:19:00,17,18
46:21:00,21,8
46:23:00,22,7
46:24:00,20,13
46:24:00,11,18
46:24:00,10,19
46:31:00,21,8
46:31:00,22,7
46:35:00,16,1
46:36:00,5,12
46:39:00,11,18
46:39:00,22,7
46:41:00,21,8
46:41:00,20,13
46:50:00,15,2
46:51:00,17,18
46:51:00,16,1
46:54:00,4,13
46:56:00,22,7
46:58:00,11,18
